index,category,content
977,教育,同等学力 考研 英语单词 周周练 之三 原意 原野 设营 对阵 战役 淮海战役 运动 增产节约 运动 参加 运动 参加 竞选 反侵略 战争 运动 捍卫者 拥护者 改革者 优胜者 冠军 男女 乒乓球 单打 世界冠军 获胜者 同义词 删去 勾销 注销 划掉 取消 废除 抵消 候选人 选手 应试者 握住 阿奔 指人 能力 本领 能干 能干 小组长 事物 能力 褒义 只能 用于 生命 动物 褒义 贬义 信息 访问 新浪 考研 频道 考研 论坛 考研 博客 特别 情况 调整 变化 新浪网 提供 考试 信息 仅供参考 敬请 考生 权威部门 公布 正式 信息 为准 
978,教育,名师 推荐 考研 英语 全程 复习计划 绝大多数 考生 英语 考研 重头戏 可谓 英语 英语 英语 一蹴而就 短期 收效 学科 入手 也许 最为 明智 选择 整年 英语 复习 规划 众多 面临 考研 考生 疑惑 万学 海文 考研 英语 辅导 名师 徐峰 介绍 考研 英语 复习 全程 规划 希望 给予 复习 建议 指导 建议 早些 入手 复习 英语 制定 复习 规划 有的放矢 考研 英语 复习 复习 规划 包括 哪几个 一般来说 复习 规划 包括 辅导书 选择 复习 时间 计划 复习内容 学习 辅助 方式 情况 板块 详细 计划 复习 效果 调整 英语 大纲 改动 现阶段 参看 去年 英语 大纲 考研 英语 考查 方式 内容 题型 大纲 对照 查缺 补漏 选取 适合 参考书 单词 建议 考生 选择 一本 分类 较细 注释 详细 词汇 手册 选择 一本 解释 准确 涵盖面 历年 真题 详解 阅读 写作 专项 训练 参考书 参考书 选择 精而非 谨慎 选取 权威 正规 适合 参考书 英语 复习 分为 四个 阶段 这是 考研 复习 第一个 阶段 阶段 解决 单词 词汇量 考研 英语 教育部 大纲 单词 只能 高于 数字 大纲 涉及 专业 个人兴趣 相关 单词 单词 复习 详细 制定 计划 循序渐进 过程 第一轮 背单词 认真仔细 五个 单词 发音 单词 词缀 单词 词义 单词 用法 单词 关系 考生 单词 同义词 反义词 派生词 阅读 阶段 定量 定篇 考研 阅读 理解 还考 速度 平时 阅读 训练 中要 学会 浏览 阅读 快速 阅读 方式 阅读文章 提高 阅读 时间 一段时间 发现 阅读 效率 答题 速度 突飞猛进 月底 复习 第二阶段 如果说 第一阶段 打基础 第二个 阶段 全方位 复习 起笔 写作 翻译 停留 背单词 文章 层面 前期 阶段 单词 高强度 阅读 训练 阶段 试着 英语 表达 想法 检查 英语 理解能力 阶段 解决 基础 一段时间 提高 一步 全程 模拟 做好 建议 辅导班 自学 相结合 方式 月底 强化 阶段 模拟 强化 真题 时期 在此之前 权威 考研 辅导 专家 推出 大纲 编写 模拟 试题集 最新 模拟 试题 综合 研究 真题 收获 体验 实战 感觉 强化 阶段 英语 复习计划 倾向 综合 训练 模拟 忘记 单词 记忆 月份 考前 冲刺 阶段 考生 调整 好临 考前 心态 静下心来 查缺 补漏 翻译 薄弱 段时间 弱势 调整 复习 重点 时间 弱势 考点 突破 重视 将会 前功尽弃 同学 考前 心态 身体 状况不佳 心理素质 英语 基础 复习 未必 考场 表现 选择 辅导班 辅导班 作用 不容忽视 点津化疑 事半功倍 效果 记住 选择 辅导班 赌注 辅导班 客观 辅助 条件 努力 松懈 事实上 选择 辅导班 实际上 选择 老师 选择 平台 轻易 讲座 老师 调查 选择 基础 欠缺 学历 起点 同学 选择 基础 复习 阶段 报个 强化班 系统地 老师 强化 信息 访问 新浪 考研 频道 考研 论坛 考研 博客 特别 情况 调整 变化 新浪网 提供 考试 信息 仅供参考 敬请 考生 权威部门 公布 正式 信息 为准 
979,教育,临战状态 高三 生要 克服 松懈 情绪 北京 考试 报讯 记者 邱乾谋 学期开始 新高 三生 迎来 人生 关键 拼搏 一名 新高 三生 高中 两年 学习 状态 高三 临战状态 专家 提醒 高三 生要 克服 松懈 情绪 学习 状态 迎接 一年 学习 记者 中学 开学 学生 暑期 养成 习惯 学习 过度 松懈 学生 老师 暑期 布置 作业 心理咨询 中心 家长 关心 孩子 克服 松懈 情绪 北京 密云 二中 心理 老师 武金红 介绍 高三 学习 松懈 原因 第一 学生 成绩 理想 信心 自暴自弃 高三 一年 努力 基础知识 成绩 很大 提高 人能 考上 大学 学生 奋斗目标 学生 调整 心态 情况 目标 努力奋斗 第三 学生 父母 关系 不好 家长 孩子 努力学习 松懈 情况 家长 调整 孩子 关系 孩子 沟通 鼓励 孩子 北京市 广渠门 中学 课程 主任 邢颖 高三 学习 节奏 高一 高二 有所不同 学生 学习 中要 适度 紧张 学生 学习 老师 教学进度 一所 学校 高三 教师 经验 学生 高三 生要 调整 心态 饱满 精神 高三 学习 高三 体育锻炼 劳逸结合 科学 复习 提高 学习 效率 
980,教育,西安 中考 作文题 青年 作家 照日格 证明 来到 世界 是因为 世间 事情 繁杂 第一声 啼哭 世界 宣战 这场 战争 发现 得不到 糖果 考试 不及格 失恋 亲人 伴随 一生 感动 触及 灵魂 最为 脆弱 有人 孩子 转念 一想 世界 事情 值得 值得 不想 之间 选择 人才 值得 生活 困苦 西单 女孩 任月丽 故事 感受 命运 不公 生命 最强音 史铁生 那种 高处 感悟 生命 本质 那种 持续 生命 时刻 走时 那种 区别 感动 法国 文豪 雨果 微笑 阳光 展开 联想 翅膀 世间 万物 张力 动作 微笑 人生 希望 微笑 挽救 濒临 没落 民族 微笑 弱者 力量 永生 困难 临时 动作 双唇 轻启 牙齿 半露 眉梢 上推 脸部 肌肉 平缓 向上 舒展 动作 将会 带来 幸运 友谊 希望 给予 美好 动作 微笑 忘记 忘记 微笑 无价 创造 无尽 价值 文化 评论家 作家 韩浩月 周星驰 电影 中常 发出 标志性 伴随 笑声 这位 喜剧 明星 短短 几分钟 时间 做出 冷笑 奸笑 爆笑 苦笑 讪笑 嘲笑 数种 表情 走红 道理 仔细 想想 发现 自他 电影 流行 生活 充满 怪笑 地方 网络 带来 笑声 装疯卖傻 走红 网络红人 衣冠楚楚 哗众取宠 成功人士 网友 无辜 人士 发明 词叫 围观 每隔 一段时间 制造 围观 对象 各式各样 推倒 权威 伤害 普通人 揭开 一张 虚伪 面孔 制造 一张 虚假 面孔 街上 行走 无不 埋头 赶路 熙熙攘攘 独立 公共汽车 挤作一团 下车 快速 表情 焦急 忧虑 惶恐 敌意 难得一见 轻松 笑容 偏僻 小巷子 提笼 遛鸟 太极 下象棋 老人 脸上 见到 宽容 慈祥 幼儿园 叽叽喳喳 童声 一张 懵懂 纯真 笑脸 笑容 老人 幼童 偷走 笑容 电视 一部 纪录片 世纪 八十年代 事情 片子 建筑 城市 建筑 高大 片子 城市 富有 拥有 丢失 东西 微笑 微笑 发自内心 欢快 拥有 希望 憧憬 梦想 一首 早已 流行 歌曲 所唱 一生 西安市 第三十 中学 高一 一班 陈雅 亲爱 朋友 见到 脸上 越发 突起 痘痘 伤脑筋 冲着 低分 考卷 大吼大叫 青春 躁动 烦恼 没什么 笑一笑 痘痘 证明 身上 萦绕 青春 旋律 低分 考卷 学习 上查 补缺 青春 躁动 成长 道路 片片 星光 繁琐 美丽 无比 亲爱 老师 见到 同学 作业本 一个个 大红 着急 熬夜 俯首 案边 编写 教案 谆谆教诲 知错 改错 老师 担心 笑一笑 作业 红叉 疏忽 粗心大意 指导 千叮咛万嘱咐 铭记在心 爽朗 地笑 亲爱 爸爸妈妈 见到 叛逆 争吵 挣足 学费 四处奔波 筋疲力尽 沙发 休息 爸妈 休息 一会 笑一笑 也许 每次 不懂事 争吵 懊悔 眼泪 总会 夺眶而出 工作 辛苦 涌出 一阵 酸楚 付出 动力 亲爱 发自内心 银铃 歌声 自卑 一本 作业 感到 压力 前途 感到 迷茫 告诉 加油 笑一笑 未来 迷惘 努力 拼搏 亲爱 摇曳 树叶 遗忘 秋风 爽朗 幼小 种子 缺少 春雨 滋润 美丽 人生 阳光 老师 点评 西安交大 附中 语文 教研组 组长 克俭 作者 思路 开阔 拘泥于 一人 一物 作者 乐于 体察 抓住 典型 细节 第三 作者 驾驭 语言文字 能力 细细 品来 文意 之美 温婉 感人 建议 抓住 一点 展开 详写 略写 也许 细腻 本报记者 毛蜜娜 宫志芳 
981,教育,留学 收藏夹 奇异 日本 风俗 禁忌 信仰 忌讳 日本 信奉 神道 佛教 喜欢 紫色 紫色 悲伤 色调 忌讳 绿色 绿色 不祥 之色 忌讳 合影 左右两 这是 不幸 预兆 日本 忌讳 荷花 荷花 丧花 探望病人 时忌用 山茶花 淡黄色 白色 日本 人不愿 接受 菊花 菊花 图案 东西 礼物 皇室 家族 标志 日本 喜欢 图案 鸭子 乌龟 语言 禁忌 日本 人有 语言 忌讳 谐音 词语 忌讳 数词 发音 发音 动词 医院 房间 病床 用户 电话 忌讳 监狱 囚室 忌讳 数字 宾馆 楼层 房间 羽田机场 停机坪 婚礼 喜庆 场合 灭及 重复 破损 断绝 不吉 凶兆 语言 商店 开业 新店 落成 烟火 倒闭 崩溃 倾斜 流失 衰败 火相 语言 交谈 中忌 谈人 生理 缺陷 不说 如大个 矮子 胖墩 秃顶 麻子 瞎聋 哑巴 字眼 而称 残疾人 身体 障碍者 盲人 眼睛 自由 聋子 耳朵 自由 禁忌 日本 纪律 社会 之称 举止 规范 制约 正式 社交 场合 男女 西装 礼服 衣冠不整 举止失措 大声 喧哗 通信 折叠 邮票 贴法 规矩 慰问信 忌用 双层 信封 双层 祸不单行 寄给 恋人 信件 邮票 倒贴 意味着 绝交 日本 饮食 忌讳 不吃 肥肉 内脏 有人 不吃 羊肉 鸭子 招待 客人 忌讳 盛过 满过 一勺 盛好 一碗 忌讳 客人 吃饭 一碗 就够 一碗 象征 无缘 忌讳 用餐 过程 整理 衣服 或用 抚摸 整理 头发 卫生 礼貌 举止 日本 筷子 时忌 筷子 放在 碗碟 日本 招呼 侍者 手臂 向上 手掌 朝下 摆动 手指 侍者 谈判 日本 人用 拇指 食指 圈成 字形 点头 同意 日本 一笔 现金 日本 用手 头皮 愤怒 社交 禁忌 日本 送礼 成双成对 礼物 一对 两瓶 受欢迎 新婚夫妇 红包 忌讳 万日元 倍数 日本 民间 数字 导致 夫妻 感情破裂 万日元 礼品包装 颜色 讲究 白色 代表 丧事 绿色 不祥 不宜 红色 包装纸 花色 纸包装 礼品 日本 接待客人 办公室 会议室 接待室 轻易 办公 机要 部门 日本 流行 宴会 商界 人士 携带 夫人 出席 宴会 习惯 商界 宴会 宾馆 鸡尾酒会 日本 敬烟 习惯 日本 住宅 脱鞋 日本 访问 主人家 窥视 主人家 厨房 礼貌 日本 同事 到家 全家人 交往 习惯 日本 从来不 工作 带到 家里 妻子 参与 丈夫 事业 美德 日本 礼节 介绍 日本 见面 多以 鞠躬 为礼 相互之间 鞠躬礼 鞠躬 弯腰 深浅不同 含义 弯腰 最低 礼貌 鞠躬 称为 敬礼 男性 鞠躬 两手 自然 下垂 放在 衣裤 两侧 恭敬 多以 左手 右手 放在 前行 鞠躬礼 女性 国际交往 日本 习惯 握手礼 年轻人 欧美人 接触 见面 握手 习惯 日本 名片 特别 商人 初次见面 时有 互相交换 名片 习惯 名片 交换 地位 年轻 一方 先给 做法 一种 礼节 递交 名片 名片 正对着 名片 日语 中写 名刺 女性 男性 名片 名片 日本 坐姿 讲究 公司 日本 椅子 家里 日本 榻榻米 传统 习惯 榻榻米 正确 坐法 双膝 并拢 跪地 臀部 压在 脚跟 轻松 坐法 盘腿 盘腿 交叉 臀部 这是 男性 坐法 双腿 稍许 横向 一侧 身体 压住 双脚 这常 女性 坐法 榻榻米 年轻一代 增多 日本 待人接物 态度 办事效率 表现 纪律性 自制力 约会 正点 误时 日本 喜欢 针锋相对 言行 急躁 风格 善于 控制 举动 看作 一种 美德 低姿态 待人 说话 凝视 弯腰 鞠躬 以示 谦虚 教养 社交活动 日本 人爱用 自谦 语言 请多关照 粗茶淡饭 照顾 不周 谈话 谦语 日常生活 日本 谦虚 礼让 彬彬有礼 同事 人间 极少 发生 口角 日本 交谈 指手划脚 讲话 切忌 插话 打断 三人 交谈 冷落 大部分 交谈 打听 日本 年龄 婚姻状况 工资收入 私事 男子 妇女 年迈 老人 字样 年事 忌讳 公共场合 以少 说话 乘坐 日本 地铁 巴士 旁若无人 大声 交谈 现象 事先 贸然 拜访 日本 家庭 日本 风俗 饮酒 礼仪 客人 主人 斟酒 接过 酒瓶 主人 斟酒 相互 斟酒 主客 之间 平等 友谊 斟茶 日本 礼貌 习惯 满为 恭敬 客人 日本 老人 祝寿 特定 意义 年岁 还历 返老还童 古稀 喜寿 米寿 汉字 拆开 八十八 白寿 加一横为 
982,教育,辽宁省 新生 高校 录取 记者 方亮 我省 高考 录取 信息 查询 系统 正式 开通 考生 先期 体验 金榜题名 喜悦 高考 录取 工作 平稳 已有 高校 录取 一本 艺术类 二批 录取 工作 招考办 提供 数据 体育类 第一批 本科 普通高校 录取 工作 结束 高校 我省 录取 新生 我省 招生 艺术类 第一批 本科 普通高校 已有 录取 结束 我省 录取 新生 我省 招生 提前 录取 本科 普通高校 录取 结束 我省 录取 新生 招收 中职 升高 本科生 院校 院校 结束 录取 工作 我省 录取 新生 
983,教育,专家 权威 破解 雅思 低龄 考生 参考 利弊 上周五 英国 大使馆 文化教育 考试 部来 发布 最新 雅思 数据 显示 年间 大连 雅思 考生 数量 增幅 年龄段 考生 比例 考生 总数 考生 比例 两个 数据 远远 超出 全国 雅思 考生 年龄 分布 平均 指数 相关 人士 接受 采访 坦言 大连 雅思 考生 群体 低龄化 现象 逐年 增长 态势 超出 全国 城市 众多 考生 投入 雅思 大军 中来 大连 雅思 教育 教学 带来 影响 低龄 考生 利用自身 优势 克服 劣势 成功 备考 记者 本市 雅思 教育 机构 多位 老师 探讨 低龄化 根源 英国 大使馆 文化教育 考试 两位 官员 透露 大连 雅思考试 两大 主力 阵营 出国 高中 大学本科 学生 上半年 数据 显示 大连 考生 总数 去年同期 增长 本市 考生 留学 目的地 加拿大 美国 英国 澳大利亚 雅思 成绩 申请 美国 考生 呈现 增长 态势 面对 低龄 业内人士 文化课 成绩 不错 初中生 家长 选择 孩子 美国 高中 带动 雅思 培训 学员 低龄化 趋势 低龄化 利弊 业内人士 介绍 低龄 考生 优势 接触 新鲜 事物 能力 出国 留学 计划 这部分 初中生 敏感度 英语 基础 词汇量 过关 口语 听力 分数 不错 头疼 写作 环节 谈及 原因 业内 老师 考生 年龄 缺乏 生活 经验 人生 阅历 思想 成熟 低龄 考生 参加 雅思考试 劣势 导致 写作 观点 面对 种族歧视 文理科 选择 社会 话题 无话可说 难点 老师 建议 考生 目的性 地多 原版 书籍 社会 类杂志 课本 之外 内容 客观 阅读 有利于 考生 出国 跟得上 国外 学习 习惯 星期 快速 读完 本书 一篇 论文 低龄化 备考 解决 写作 难点 低龄 考生 备考 过程 一般来说 雅思考试 至少 半年 实力 培训 期间 真题 演练 实战 模拟 情景 对话 成绩 一定量 提升 大幅度 突破 投入 一家 雅思 培训 机构 任课教师 接受 采访 建议 语言 国内 介绍 例子 学生 拿到 获签 雅思 分数 国外 教学方式 考核 体系 举步维艰 雅思 成绩 重修 语言 对此 业内人士 接受 采访 提醒 低龄 考生 国内 学习 阶段 西方 文化 生活 方式 领悟 雅思 授课 老师 方法 千万别 出国 国外 心态 这样一来 时间 金钱 回炉 学习 信息 访问 新浪 雅思 频道 雅思 论坛 雅思 博客 特别 情况 调整 变化 新浪网 提供 考试 信息 仅供参考 敬请 考生 权威部门 公布 正式 信息 为准 
984,教育,托福 写作 熟背 过渡 打造 模板 过渡 词是 托福 写作 基础 词汇 巧妙 过渡 文章 结构 清晰 表达 整体 过渡 托福 写作 过渡 托福 写作 分成 两类 时间 空间 时间 一会儿 天黑 年轻人 终于 几天 直到现在 大清早 最终 不一会儿 在此期间 下午 早晨 从那时起 第一点 空间 上方 另一边 靠着 抵着 底部 下方 靠近 往前 相邻 边上 左边 顶部 垂直 朝右 垂直 托福 写作 用到 时间 空间 两类 过渡 两类 过渡 包括 描述 词汇 希望 
985,教育,校长 推荐 北大 公示 名单 尚未 发现 怪才 校长 推荐 北大 公示 名单 中学 网上 公示 推荐 名单 尚未 发现 偏才 怪才 北京 二中 校长 推荐信 昨天 下同 北京 参与 北大 校长 实名 推荐 普通高中 陆续 公布 校长 推荐 学生 名单 学校 本校 官方网站 公示 推荐 人选 推荐 学生 学习 尖子生 干部 尚未 偏才 怪才 昨日 学校 校内 公示 方式 校园 官网 公示 推荐 人选 高中 北京 二中 中央民族大学 附中 人大附中 北京 十一 学校 北京四中 公示 内容 与众不同 当属 北京 二中 该校 官方网站 公示 推荐 人选 姓名 班级 公开 学校 校长 这名 学生 完整版 推荐 推荐 学生 一张 生活照 北京 二中 北京 十一 学校 公示 重点 放在 推荐 流程 公示 内容 最为 简练 当属 中央民族大学 附属中学 公示 内容 听取 学校 意见 基础 我拟 推荐 高三 杨森 同学 公告 社会 接受 师生 家长 监督 另据 北师大 实验 中学 北师大 附中 师大附中 学校 校长 推荐 人选 校内 公示 校内 公示 持续 一周 周末 最终 人选 师大附中 校长 石彦伦 北京 十二 牛栏山 一中 学校 尚未 人选 学校 推荐 人选 流程 北京大学 北大 招生网 初审 合格 学生名单 相关 信息 公示 分析 推荐 学生 校长 推荐 人选 学校 推荐 学生 身兼 学校 干部 职务 学生会 主席 团支部 书记 班长 学习成绩 年级 几名 推荐 学生 北师大 附属 实验 中学 推荐 学生 担任 学生会 主席 班级 团支部 书记 学习 生活 自我管理 能力 很强 同学 中有 威信 学校 工作 代表 学校 发言 显现出 极强 组织协调 能力 出色 文字 功底 学生 学习 成绩优秀 综合 素质 师大 附中 推荐 文科 理科 成绩 佼佼者 文理科 第一名 学校 网上 公示 推荐 学生名单 北京 二中 高三 孙越 中央民族大学 附中 高三 杨森 中国人民大学 附中 齐秋烨 刘钰慧 北京 十一 学校 张昊 北京四中 高三 宋然 北京四中 高三 佟浩功 北京四中 高三 梁倩 对话 偏才 怪才 清华北大 推荐 公示 北京 二中 推荐 校长 寥寥 几句 四平八稳 推荐 二中 校长 钮小桦 千字 推荐 显得 另类 昨日 推荐 学生 校长 推荐 记者 对话 京报 推荐 学生 排名 情况 钮小桦 稿子 原本 删掉 京报 刻意 删掉 钮小桦 确实 刻意 回避 排名 社会 喜欢 炒作 学生 排名 推荐 看重 综合 素质 排名 京报 学生 排名 不好 钮小桦 学生 成绩 稳定 年级 前三名 京报 推荐 词中 一句 初中 英语课 代表 高中 语文课 代表 平凡 干部 出色 成绩 代表 当过 钮小桦 推荐 学生 大不大 当课 代表 这科 拔尖 代表 学校 芝麻官 工作 干的事 琐碎 重在 同学 服务 重视 服务 精神 校长 推荐 一种 导向 作用 学生会 推荐 学校 校长 眼里 学生 算是 拔尖 人才 排名 第一 拔尖 人才 官大 人才 综合 素质 拔尖 人才 京报 综合 素质 体现 钮小桦 学生 为例 理科生 那种 死读书 理科生 数理化 特别 感觉 超越 技术性 思考 境界 体会 理性 思维 美的 境界 关注 社会 热点 嫦娥 卫星 发射 平时 数学 物理 同学 体会 乐趣 学生 思维能力 体现 班里 学习成绩 尖子生 自私 狭隘 乐于助人 关心集体 同学 信服 同学 信服 学生 成绩 拔尖 学生 信服 是因为 懂得 做人 综合 素质 学生 京报 社会 有种 说法 校长 推荐 推荐 偏才 怪才 有人 校长 推荐 偏才 怪才 那样的话 社会 压力 钮小桦 怪才 一种 爱护 精神 人才 推荐 适合 学校 推荐 北大 清华 关键 推荐 大学 偏才 偏爱 领域 发展 优势 专长 保护 这才 尊重人才 做法 清华 北大 算是 人才 重视 北京 二中 校长 实名 推荐 人选 推荐 理由 节选 有人 询问 孙越 同学 老师 同学 孙越 答案 惊人 与生俱来 亲和力 喜欢 交流 交流 充满 轻松 愉快 善于 独立思考 思考 冷静 客观 闪烁着 智慧 光芒 人文学科 具备 想象力 创造力 创意 生活 孙越 数理化 学习 特别 灵感 题目 一看 思路 很漂亮 理科 老师 孙越 高中 理科 学习 突破 技术 解题 层面 体会 理性 思维 美的 境界 不可多得 人才 初中 英语课 代表 高中 语文课 代表 平凡 干部 出色 成绩 乐于助人 风度 六年 如一日 同学 贡献 发挥 影响 老师 讲题 所有人 学会 善小而 以此 为乐 令人 动容 优秀 学生 开朗 乐观 明亮 纯正 一份 灵动 踏实 一份 实实在在 使命感 责任感 平凡 优秀 随和 热情 资格 团队 核心 
986,教育,剑桥 学费 三倍 申请 本科 提前 一年 英国剑桥大学 日前 该校 计划 学费 学年 上涨 英镑 涨幅 水平 三倍 剑桥大学 海外 基金会 理事长 沙利文 未来 两年 剑桥大学 国际 学生 学费 肯定 大幅 上涨 涨幅 海外 学费 高于 中新网 报道 沙利文 解释 留学生 学费 英国 学费 大幅 上涨 是因为 海外 学费 英国 欧盟 学生 学费 两个 体系 世纪 年代 英国政府 取消 高校 海外 学生 拨款 留学生 学费 水平 覆盖 学校 各项 开支 包括 研究 教学 基础 建设 生活 英国 国内 学生 学费 依赖于 政府 拨款 学年度 剑桥大学 本科 硕士 博士 海外 学生 学费 万英镑 之间 海外 学生 学费 高于 涨价 学生 学费 剑桥 中国 学生 逾千人 剑桥大学 统计数字 显示 学年度 包括 本科 硕士 博士生 在内 以所持 护照 中国 内地 留学生 中国香港 中国台湾 中国 学生 选读 专业 工程 自然科学 数学 国际 关系 管理学 经济学 沙利文 名校 竞争 激烈 希望 入读 本科 同学 提前 一年 提交 申请 申请 月入 课程 提交 申请 硕士生 提前 申请 博士生 希望 申请 奖学金 提前 一年 做好 方轶 整理 
987,教育,万人 考研 复试 资格 提前 一月 公布 全国 硕士 研究生 招生 报考 人数 再度 攀升 万人 增加 应届 本科 毕业生 依然 考研 主力军 大学 毕业生 流向 月度 跟踪调查 显示 应届 本科 毕业生 计划 国内 读研 就业 前景 毕业生 读研 首要 理由 更好 大学 职业 发展 学术研究 据调查 女生 计划 读研 比例 始终 高于 男生 女生 计划 读研 高出 男生 百分点 专家 考研 人数 升降 就业 风向标 两年 考研 人数 回升 就业 形势 依然 严峻 大学生 希望 考研 增加 将来 就业 竞争力 专家 提醒 考研 深造 并不一定 带来 光辉 前程 关键在于 符合 职业 理想 规划 往年 研究生 复试线 最早 月初 公布 时间 太晚 应届 考生 工作 等待 考研 分数 出炉 复试线 公布 找到 工作 考生 放弃 签订 就业 协议 放弃 复试 资格 企业 高校 浪费 有限 资源 教育部 研究生 考试 阅卷 工作 春节 复试 资格 对外 公布 应届 考生 就业 考研 一大 专业学位 硕士生 扩招 教育部 研究生 招生 单位 招生 时以 基数 比例 减少 学术 研究生 招生人数 减少 用于 增加 专业学位 研究生 招生 少量 专业 专业学位 招收 应届 毕业生 实行 全日制 培养 此举 意在 推动 我国 硕士 研究生 教育 从以 培养 学术 人才 培养 应用型 人才 战略性 就业 导向 专业 硕士 吸引 考生 全国 硕士 研究生 招生 报考 人数 再度 攀升 万人 增加 应届 本科 毕业生 依然 考研 主力军 大学 毕业生 流向 月度 跟踪调查 显示 应届 本科 毕业生 计划 国内 读研 就业 前景 毕业生 读研 首要 理由 更好 大学 职业 发展 学术研究 据调查 女生 计划 读研 比例 始终 高于 男生 女生 计划 读研 高出 男生 百分点 专家 考研 人数 升降 就业 风向标 两年 考研 人数 回升 就业 形势 依然 严峻 大学生 希望 考研 增加 将来 就业 竞争力 专家 提醒 考研 深造 并不一定 带来 光辉 前程 关键在于 符合 职业 理想 规划 往年 研究生 复试线 最早 月初 公布 时间 太晚 应届 考生 工作 等待 考研 分数 出炉 复试线 公布 找到 工作 考生 放弃 签订 就业 协议 放弃 复试 资格 企业 高校 浪费 有限 资源 教育部 研究生 考试 阅卷 工作 春节 复试 资格 对外 公布 应届 考生 就业 考研 一大 专业学位 硕士生 扩招 教育部 研究生 招生 单位 招生 时以 基数 比例 减少 学术 研究生 招生人数 减少 用于 增加 专业学位 研究生 招生 少量 专业 专业学位 招收 应届 毕业生 实行 全日制 培养 此举 意在 推动 我国 硕士 研究生 教育 从以 培养 学术 人才 培养 应用型 人才 战略性 就业 导向 专业 硕士 吸引 考生 
988,教育,故事 分享 考研 生命 之花 绽放 考研 记录 一份 感悟 点点滴滴 收获 激起 内心 莫名 感动 时刻 响彻 一种 声音 两个 陪伴 度过 漫长 二百多天 生活 早出晚归 周末 娱乐 不同于 第一次 考研 枯燥 感觉 辛苦 体验 深刻 感受 一把 终于 成功 第一战 失败 告终 复习 考研 某位 老师 真诚地 告诫 漫漫 考研 知识 很小 一部分 大部分 时间 情绪 管理 失败 第一次 考研 实践 这句 真理性 考研 失败 回首 走过 一段路 考研 能力 正确认识 发现自己 时间 胡思乱想 时间 寻找 捷径 一厢情愿 妄想 学校 内部资料 固执 考研 事情 想来 理智 冲动 发生 一种 鬼使神差 自以为是 感觉 行事 考场 空有 自信 成绩 坦然 想过 工作 只能 留校 再战 赤裸裸 失败 击得 遍体鳞伤 室友 激烈 方式 表达 悲伤 一瓶 白酒 一塌糊涂 不让 任何人 发现 毕业 活动 如火如荼 一种 忧伤 漠然 重整旗鼓 再战 考研 月底 只身 来到 杭州 再战 浙大 心理 强装 自信 作出 一点 把握 茫然 再加之 失败 考研 怯怯 感觉 感觉 告诉 作好 牺牲 西子湖畔 缺少 自信 渴望 告诉 情况 复习 一年 谁又能 充当 角色 偶有 朋友 鼓励 能力 只能 苦笑 朋友 只能 当作 安慰 感觉 一无所有 更是 空空 一遍 一遍 告诉 放弃 考研 论坛 上网 寻找 研友 寻求 想想 考研 论坛 朋友 学习 状态 考研 朋友 带我去 专业 第二名 师姐 欣喜若狂 去年 梦寐以求 对要 专业 网上 找到 参考书目 一无所知 复习 复习方法 自信 实在 预期 不到 采用 一套 方法 效果 最终 没能 扎扎实实 复习 那天 师姐 经历 目的 指导 怎样才能 考研 保障 师姐 字里行间 重点 复习 我记 实践 真的 很难 有意无意 知识点 重点 重点 标签 知识点 不想 知识点 熟练 时间 告诫 知识点 背得 熟练 希望 不想 事情 当成 孩子 一点 奖励 方法 证明 发现自己 复习 考场 心理 小小的 重生 浙大 校园 研友 聊起 动力 动力 感动 点滴 感动 得以 动力 支撑 做出 付出 一份 时光 却是 现实 现实 想要 放弃 非人 生活 一点一滴 勇气 研友 不以为然 崇高 志向 微笑 一份 小小的 爱来 生命 提供 氧气 同班 同院 同学 作战 日子 辛苦 真的 时间 爬山 时间 时间 事情 天性 忧郁 乐观 生活 善待 不该 一种 罪恶 懂得 潜意识 报复 不公 包括 公平 身上 不容忽视 感觉 感觉 付出 收获 成正比 更好 庆幸 第二次 重头 再来 机会 真的 感恩 告诉 上天 莫大 恩赐 心态 一种 重生 生命 之花 绽放 第一次 浙江大学 冬季 度过 难忘 短暂 几天 师姐 校门口 淡淡地 经历 考试 发现 世界 考研 事情 平静 地去 迎接 考试 所言 真的 平静 参加 考试 微笑 监考 老师 打招呼 微笑 走出 考场 之中 终于 绽放 灿烂 笑容 
